domain,n_agents,topology_family,condition,prompt_id,variation_type,answer_entropy,flip_rate,self_consistency,total_tokens,total_cost
babyvision,8,full,team,64,seed,0.2887,0.0669,0.7181,6574,0.019722
babyvision,8,hierarchy,team,64,seed,0.4082,0.0732,0.7829,6410,0.01923
babyvision,1,none,single_llm,64,paraphrase,1.0495,0.3822,0.4898,771,0.002313
babyvision,4,none,ensemble,64,paraphrase,0.9905,0.379,0.7388,3099,0.009297
babyvision,6,none,ensemble,64,paraphrase,0.7896,0.2855,0.6617,4774,0.014322
babyvision,8,none,ensemble,64,paraphrase,0.9533,0.3889,0.5872,6075,0.018225
babyvision,4,chain,team,64,paraphrase,1.0141,0.2666,0.7395,3401,0.010203
babyvision,4,star,team,64,paraphrase,0.9337,0.334,0.7467,2641,0.007923
babyvision,4,full,team,64,paraphrase,0.71,0.3249,0.6693,3358,0.010074
babyvision,4,hierarchy,team,64,paraphrase,0.5785,0.2135,0.7643,3211,0.009633
babyvision,6,chain,team,64,paraphrase,0.6639,0.2097,0.6148,5132,0.015396
babyvision,6,star,team,64,paraphrase,0.6233,0.1514,0.7461,5078,0.015234
babyvision,6,full,team,64,paraphrase,0.6015,0.1969,0.7565,4460,0.01338
babyvision,6,hierarchy,team,64,paraphrase,0.677,0.2516,0.7864,5179,0.015537
babyvision,8,chain,team,64,paraphrase,0.5592,0.2463,0.7483,5945,0.017835
babyvision,8,star,team,64,paraphrase,0.5302,0.218,0.8238,5240,0.01572
babyvision,8,full,team,64,paraphrase,0.7107,0.2174,0.775,6245,0.018735
babyvision,8,hierarchy,team,64,paraphrase,0.6357,0.1752,0.7361,5455,0.016365
babyvision,1,none,single_llm,65,seed,0.9888,0.5049,0.5394,816,0.002448
babyvision,4,none,ensemble,65,seed,0.9463,0.2186,0.6316,3229,0.009687
babyvision,6,none,ensemble,65,seed,0.8446,0.1997,0.7188,4890,0.01467
babyvision,8,none,ensemble,65,seed,0.8471,0.2536,0.7198,6291,0.018873
babyvision,4,chain,team,65,seed,0.9282,0.1897,0.6463,3377,0.010131
babyvision,4,star,team,65,seed,0.6671,0.1544,0.8143,3153,0.009459
babyvision,4,full,team,65,seed,0.5736,0.2549,0.6995,3172,0.009516
babyvision,4,hierarchy,team,65,seed,0.5611,0.2183,0.7279,3462,0.010386
babyvision,6,chain,team,65,seed,0.6199,0.2363,0.7331,4029,0.012087
babyvision,6,star,team,65,seed,0.5953,0.1421,0.6937,4293,0.012879
babyvision,6,full,team,65,seed,0.4679,0.1945,0.83,4633,0.013899
babyvision,6,hierarchy,team,65,seed,0.6387,0.0807,0.7464,4992,0.014976
babyvision,8,chain,team,65,seed,0.5632,0.1393,0.7631,6616,0.019848
babyvision,8,star,team,65,seed,0.4957,0.1653,0.8109,6727,0.020181
babyvision,8,full,team,65,seed,0.638,0.1439,0.892,5969,0.017907
babyvision,8,hierarchy,team,65,seed,0.3574,0.1352,0.7737,7334,0.022002
babyvision,1,none,single_llm,65,paraphrase,1.1605,0.4203,0.5234,808,0.002424
babyvision,4,none,ensemble,65,paraphrase,1.0094,0.3379,0.6747,3691,0.011073
babyvision,6,none,ensemble,65,paraphrase,0.9521,0.2565,0.7421,4282,0.012846
babyvision,8,none,ensemble,65,paraphrase,1.0949,0.3455,0.7794,6838,0.020514
babyvision,4,chain,team,65,paraphrase,0.6488,0.2459,0.7153,2983,0.008949
babyvision,4,star,team,65,paraphrase,0.7785,0.282,0.7215,2809,0.008427
babyvision,4,full,team,65,paraphrase,0.8686,0.2581,0.7276,3427,0.010281
babyvision,4,hierarchy,team,65,paraphrase,0.8395,0.3208,0.7276,3623,0.010869
babyvision,6,chain,team,65,paraphrase,0.5142,0.2606,0.6947,4387,0.013161
babyvision,6,star,team,65,paraphrase,0.7674,0.2478,0.6443,5143,0.015429
babyvision,6,full,team,65,paraphrase,0.681,0.1633,0.7129,4036,0.012108
babyvision,6,hierarchy,team,65,paraphrase,0.6378,0.2151,0.7745,4929,0.014787
babyvision,8,chain,team,65,paraphrase,0.5207,0.2304,0.7123,5801,0.017403
babyvision,8,star,team,65,paraphrase,0.4177,0.2158,0.7773,6756,0.020268
babyvision,8,full,team,65,paraphrase,0.4738,0.1777,0.6962,5768,0.017304
babyvision,8,hierarchy,team,65,paraphrase,0.6,0.2113,0.6636,5723,0.017169
babyvision,1,none,single_llm,66,seed,1.1952,0.4225,0.4781,811,0.002433
babyvision,4,none,ensemble,66,seed,0.9794,0.2475,0.6661,2769,0.008307
babyvision,6,none,ensemble,66,seed,0.7895,0.309,0.7803,5204,0.015612
babyvision,8,none,ensemble,66,seed,0.932,0.127,0.6731,6200,0.0186
babyvision,4,chain,team,66,seed,1.0216,0.215,0.7772,3321,0.009963
babyvision,4,star,team,66,seed,0.7656,0.1966,0.71,2335,0.007005
babyvision,4,full,team,66,seed,0.8282,0.1528,0.6866,3340,0.01002
babyvision,4,hierarchy,team,66,seed,0.7919,0.2382,0.8158,2905,0.008715
babyvision,6,chain,team,66,seed,0.5341,0.1695,0.7957,3790,0.01137
babyvision,6,star,team,66,seed,0.5844,0.1895,0.8292,5140,0.01542
babyvision,6,full,team,66,seed,0.6479,0.0224,0.8753,4958,0.014874
babyvision,6,hierarchy,team,66,seed,0.7251,0.1153,0.6869,5657,0.016971
babyvision,8,chain,team,66,seed,0.454,0.1484,0.7914,6894,0.020682
babyvision,8,star,team,66,seed,0.6045,0.1398,0.7423,6852,0.020556
babyvision,8,full,team,66,seed,0.5389,0.0382,0.8759,4808,0.014424
babyvision,8,hierarchy,team,66,seed,0.6201,0.1155,0.8203,6726,0.020178
babyvision,1,none,single_llm,66,paraphrase,1.3244,0.4521,0.4889,857,0.002571
babyvision,4,none,ensemble,66,paraphrase,1.2922,0.2529,0.4187,3066,0.009198
babyvision,6,none,ensemble,66,paraphrase,0.8901,0.2784,0.5944,5218,0.015654
babyvision,8,none,ensemble,66,paraphrase,0.7142,0.3009,0.7283,6602,0.019806
babyvision,4,chain,team,66,paraphrase,0.9087,0.3255,0.7027,3089,0.009267
babyvision,4,star,team,66,paraphrase,0.8586,0.2815,0.7745,2652,0.007956
babyvision,4,full,team,66,paraphrase,0.7616,0.1949,0.768,3432,0.010296
babyvision,4,hierarchy,team,66,paraphrase,0.8026,0.2383,0.7498,3157,0.009471
babyvision,6,chain,team,66,paraphrase,0.8442,0.3132,0.7647,4911,0.014733
babyvision,6,star,team,66,paraphrase,0.8342,0.2219,0.7207,4475,0.013425
babyvision,6,full,team,66,paraphrase,0.5512,0.192,0.7778,4120,0.01236
babyvision,6,hierarchy,team,66,paraphrase,0.6267,0.2308,0.7668,4787,0.014361
babyvision,8,chain,team,66,paraphrase,0.6511,0.1713,0.6794,6361,0.019083
babyvision,8,star,team,66,paraphrase,0.6277,0.2001,0.7126,6248,0.018744
babyvision,8,full,team,66,paraphrase,0.6979,0.1926,0.7569,5743,0.017229
babyvision,8,hierarchy,team,66,paraphrase,0.5253,0.2011,0.7588,6761,0.020283
babyvision,1,none,single_llm,67,seed,1.3082,0.3428,0.4992,963,0.002889
babyvision,4,none,ensemble,67,seed,0.8832,0.1954,0.5517,3086,0.009258
babyvision,6,none,ensemble,67,seed,0.981,0.2085,0.7787,4796,0.014388
babyvision,8,none,ensemble,67,seed,0.9331,0.1804,0.6855,6458,0.019374
babyvision,4,chain,team,67,seed,0.8283,0.2203,0.7546,3388,0.010164
babyvision,4,star,team,67,seed,0.5879,0.1839,0.7441,3049,0.009147
babyvision,4,full,team,67,seed,0.7407,0.1573,0.6797,3124,0.009372
babyvision,4,hierarchy,team,67,seed,0.6436,0.2274,0.8003,2504,0.007512
babyvision,6,chain,team,67,seed,0.5442,0.1964,0.6842,5175,0.015525
babyvision,6,star,team,67,seed,0.6765,0.1458,0.7459,3690,0.01107
babyvision,6,full,team,67,seed,0.623,0.2123,0.8844,4706,0.014118
babyvision,6,hierarchy,team,67,seed,0.4823,0.1957,0.7683,5029,0.015087
babyvision,8,chain,team,67,seed,0.5769,0.1646,0.8164,7082,0.021246
babyvision,8,star,team,67,seed,0.4444,0.0939,0.67,6178,0.018534
babyvision,8,full,team,67,seed,0.3573,0.1276,0.7882,6254,0.018762
babyvision,8,hierarchy,team,67,seed,0.5979,0.1567,0.7792,7479,0.022437
babyvision,1,none,single_llm,67,paraphrase,1.4407,0.4,0.469,863,0.002589
babyvision,4,none,ensemble,67,paraphrase,1.0543,0.2639,0.6637,3602,0.010806
babyvision,6,none,ensemble,67,paraphrase,1.0899,0.3744,0.7742,5630,0.01689
babyvision,8,none,ensemble,67,paraphrase,0.9209,0.2679,0.5802,6406,0.019218
babyvision,4,chain,team,67,paraphrase,0.9119,0.2892,0.6056,3108,0.009324
babyvision,4,star,team,67,paraphrase,0.8745,0.2165,0.7383,3338,0.010014
babyvision,4,full,team,67,paraphrase,0.8918,0.306,0.7211,3258,0.009774
babyvision,4,hierarchy,team,67,paraphrase,0.8515,0.2935,0.7469,3656,0.010968
babyvision,6,chain,team,67,paraphrase,0.4685,0.259,0.739,4687,0.014061
babyvision,6,star,team,67,paraphrase,0.4252,0.2098,0.7091,5605,0.016815
babyvision,6,full,team,67,paraphrase,0.6591,0.1604,0.652,5083,0.015249
babyvision,6,hierarchy,team,67,paraphrase,0.7412,0.2136,0.7648,4632,0.013896
babyvision,8,chain,team,67,paraphrase,0.7334,0.2605,0.6431,5507,0.016521
babyvision,8,star,team,67,paraphrase,0.7798,0.2281,0.6919,5394,0.016182
babyvision,8,full,team,67,paraphrase,0.5674,0.1251,0.7492,6369,0.019107
babyvision,8,hierarchy,team,67,paraphrase,0.5876,0.2459,0.8367,6093,0.018279
babyvision,1,none,single_llm,68,seed,1.0804,0.3883,0.6492,767,0.002301
babyvision,4,none,ensemble,68,seed,1.052,0.2181,0.6513,2828,0.008484
babyvision,6,none,ensemble,68,seed,0.8695,0.2314,0.7265,5653,0.016959
babyvision,8,none,ensemble,68,seed,0.7533,0.1183,0.7179,6591,0.019773
babyvision,4,chain,team,68,seed,0.8002,0.2212,0.8144,3243,0.009729
babyvision,4,star,team,68,seed,0.7195,0.1664,0.6827,3305,0.009915
babyvision,4,full,team,68,seed,0.7245,0.1351,0.7778,3153,0.009459
babyvision,4,hierarchy,team,68,seed,0.6875,0.1758,0.7803,3127,0.009381
babyvision,6,chain,team,68,seed,0.5625,0.1478,0.7481,5243,0.015729
babyvision,6,star,team,68,seed,0.5923,0.1428,0.8,5454,0.016362
babyvision,6,full,team,68,seed,0.5906,0.1426,0.8266,4724,0.014172
babyvision,6,hierarchy,team,68,seed,0.61,0.1427,0.6971,4964,0.014892
babyvision,8,chain,team,68,seed,0.5813,0.1493,0.8168,5938,0.017814
babyvision,8,star,team,68,seed,0.3195,0.1029,0.718,6616,0.019848
babyvision,8,full,team,68,seed,0.3915,0.1502,0.8532,5808,0.017424
babyvision,8,hierarchy,team,68,seed,0.4359,0.1622,0.834,5111,0.015333
babyvision,1,none,single_llm,68,paraphrase,1.3723,0.2931,0.4566,887,0.002661
babyvision,4,none,ensemble,68,paraphrase,1.3912,0.3081,0.5352,3035,0.009105
babyvision,6,none,ensemble,68,paraphrase,0.9561,0.2638,0.5945,4595,0.013785
babyvision,8,none,ensemble,68,paraphrase,0.9275,0.2699,0.6371,5971,0.017913
babyvision,4,chain,team,68,paraphrase,0.8186,0.2475,0.6646,3405,0.010215
babyvision,4,star,team,68,paraphrase,0.787,0.1874,0.7812,3333,0.009999
babyvision,4,full,team,68,paraphrase,0.6417,0.2229,0.7004,3416,0.010248
babyvision,4,hierarchy,team,68,paraphrase,0.7928,0.2646,0.7105,2726,0.008178
babyvision,6,chain,team,68,paraphrase,0.8421,0.2687,0.6773,4892,0.014676
babyvision,6,star,team,68,paraphrase,0.749,0.2145,0.8225,6200,0.0186
babyvision,6,full,team,68,paraphrase,0.609,0.1689,0.7052,3737,0.011211
babyvision,6,hierarchy,team,68,paraphrase,0.7964,0.2081,0.7784,5316,0.015948
babyvision,8,chain,team,68,paraphrase,0.5186,0.1836,0.8122,6355,0.019065
babyvision,8,star,team,68,paraphrase,0.5106,0.149,0.7479,7365,0.022095
babyvision,8,full,team,68,paraphrase,0.6152,0.1781,0.8444,7293,0.021879
babyvision,8,hierarchy,team,68,paraphrase,0.6301,0.3119,0.7326,7102,0.021306
babyvision,1,none,single_llm,69,seed,1.1911,0.4192,0.5176,836,0.002508
babyvision,4,none,ensemble,69,seed,1.2368,0.3076,0.6786,2952,0.008856
babyvision,6,none,ensemble,69,seed,0.8908,0.1869,0.7432,5213,0.015639
babyvision,8,none,ensemble,69,seed,0.7784,0.3015,0.8214,6495,0.019485
babyvision,4,chain,team,69,seed,0.8366,0.204,0.7264,2855,0.008565
babyvision,4,star,team,69,seed,0.6822,0.1933,0.687,3384,0.010152
babyvision,4,full,team,69,seed,0.8022,0.1772,0.6451,3119,0.009357
babyvision,4,hierarchy,team,69,seed,0.6107,0.1831,0.8326,2420,0.00726
babyvision,6,chain,team,69,seed,0.54,0.2154,0.7195,4426,0.013278
babyvision,6,star,team,69,seed,0.7748,0.1674,0.8313,5037,0.015111
babyvision,6,full,team,69,seed,0.5578,0.1828,0.8899,3991,0.011973
babyvision,6,hierarchy,team,69,seed,0.5881,0.1605,0.7532,5270,0.01581
babyvision,8,chain,team,69,seed,0.5724,0.2379,0.82,7273,0.021819
babyvision,8,star,team,69,seed,0.3768,0.0986,0.7588,7246,0.021738
babyvision,8,full,team,69,seed,0.3699,0.0733,0.7489,8161,0.024483
babyvision,8,hierarchy,team,69,seed,0.5024,0.162,0.728,7013,0.021039
babyvision,1,none,single_llm,69,paraphrase,1.064,0.3663,0.4438,817,0.002451
babyvision,4,none,ensemble,69,paraphrase,0.9348,0.3962,0.6402,2979,0.008937
babyvision,6,none,ensemble,69,paraphrase,1.0679,0.2776,0.6146,5229,0.015687
babyvision,8,none,ensemble,69,paraphrase,0.5857,0.3151,0.6472,5942,0.017826
babyvision,4,chain,team,69,paraphrase,1.0558,0.2663,0.7478,3289,0.009867
babyvision,4,star,team,69,paraphrase,0.8483,0.2475,0.7149,3688,0.011064
babyvision,4,full,team,69,paraphrase,0.873,0.2175,0.6877,3012,0.009036
babyvision,4,hierarchy,team,69,paraphrase,0.9281,0.3146,0.7477,2682,0.008046
babyvision,6,chain,team,69,paraphrase,0.777,0.2944,0.7233,5750,0.01725
babyvision,6,star,team,69,paraphrase,0.5195,0.2396,0.6936,5308,0.015924
babyvision,6,full,team,69,paraphrase,0.6829,0.2643,0.7796,4606,0.013818
babyvision,6,hierarchy,team,69,paraphrase,0.6225,0.2122,0.7091,5446,0.016338
babyvision,8,chain,team,69,paraphrase,0.7542,0.161,0.7269,6439,0.019317
babyvision,8,star,team,69,paraphrase,0.4985,0.2084,0.828,6970,0.02091
babyvision,8,full,team,69,paraphrase,0.6814,0.1421,0.7668,5909,0.017727
babyvision,8,hierarchy,team,69,paraphrase,0.6206,0.214,0.793,7240,0.02172
babyvision,1,none,single_llm,70,seed,1.3533,0.3134,0.4403,841,0.002523
babyvision,4,none,ensemble,70,seed,1.1301,0.2588,0.5584,3867,0.011601
babyvision,6,none,ensemble,70,seed,0.9269,0.2458,0.6199,4807,0.014421
babyvision,8,none,ensemble,70,seed,0.8824,0.2435,0.6892,6363,0.019089
babyvision,4,chain,team,70,seed,0.7184,0.2941,0.7847,3032,0.009096
babyvision,4,star,team,70,seed,0.6132,0.2086,0.7454,3066,0.009198
babyvision,4,full,team,70,seed,0.5865,0.137,0.7881,3114,0.009342
babyvision,4,hierarchy,team,70,seed,0.9997,0.2313,0.7024,2708,0.008124
babyvision,6,chain,team,70,seed,0.6614,0.1664,0.8212,4935,0.014805
babyvision,6,star,team,70,seed,0.3733,0.1115,0.7509,5012,0.015036
babyvision,6,full,team,70,seed,0.4363,0.1384,0.7278,4802,0.014406
babyvision,6,hierarchy,team,70,seed,0.6286,0.2207,0.7869,4407,0.013221
babyvision,8,chain,team,70,seed,0.696,0.1535,0.8037,6007,0.018021
babyvision,8,star,team,70,seed,0.5057,0.0988,0.8111,6914,0.020742
babyvision,8,full,team,70,seed,0.4172,0.0888,0.8228,5871,0.017613
babyvision,8,hierarchy,team,70,seed,0.3649,0.155,0.7796,6317,0.018951
babyvision,1,none,single_llm,70,paraphrase,1.4082,0.4646,0.4837,710,0.00213
babyvision,4,none,ensemble,70,paraphrase,0.9534,0.3492,0.6182,3024,0.009072
babyvision,6,none,ensemble,70,paraphrase,0.8541,0.3282,0.6367,5161,0.015483
babyvision,8,none,ensemble,70,paraphrase,0.9855,0.2627,0.747,6488,0.019464
babyvision,4,chain,team,70,paraphrase,0.8868,0.2,0.6515,2906,0.008718
babyvision,4,star,team,70,paraphrase,0.7781,0.2621,0.7378,3291,0.009873
babyvision,4,full,team,70,paraphrase,0.7115,0.2652,0.8305,3086,0.009258
babyvision,4,hierarchy,team,70,paraphrase,0.7636,0.2401,0.7243,3031,0.009093
babyvision,6,chain,team,70,paraphrase,0.5286,0.184,0.7656,5415,0.016245
babyvision,6,star,team,70,paraphrase,0.8116,0.2213,0.6951,4589,0.013767
babyvision,6,full,team,70,paraphrase,0.4725,0.131,0.7674,5058,0.015174
babyvision,6,hierarchy,team,70,paraphrase,0.8674,0.2189,0.6667,4741,0.014223
babyvision,8,chain,team,70,paraphrase,0.5984,0.2012,0.7422,5622,0.016866
babyvision,8,star,team,70,paraphrase,0.5897,0.2169,0.826,6598,0.019794
babyvision,8,full,team,70,paraphrase,0.651,0.1531,0.7498,7262,0.021786
babyvision,8,hierarchy,team,70,paraphrase,0.4595,0.1847,0.8014,6264,0.018792
babyvision,1,none,single_llm,71,seed,1.2072,0.3491,0.5432,886,0.002658
babyvision,4,none,ensemble,71,seed,1.0609,0.2606,0.7155,3309,0.009927
babyvision,6,none,ensemble,71,seed,0.9713,0.1859,0.7943,4905,0.014715
babyvision,8,none,ensemble,71,seed,0.4702,0.3013,0.7303,6146,0.018438
babyvision,4,chain,team,71,seed,0.7194,0.2451,0.6956,3015,0.009045
babyvision,4,star,team,71,seed,0.6747,0.1858,0.7442,3472,0.010416
babyvision,4,full,team,71,seed,0.7271,0.1932,0.8105,3170,0.00951
babyvision,4,hierarchy,team,71,seed,0.648,0.2797,0.8064,3716,0.011148
babyvision,6,chain,team,71,seed,0.725,0.1638,0.6372,4210,0.01263
babyvision,6,star,team,71,seed,0.6352,0.1482,0.7636,3602,0.010806
babyvision,6,full,team,71,seed,0.5403,0.089,0.7584,5208,0.015624
babyvision,6,hierarchy,team,71,seed,0.4887,0.1249,0.7839,5218,0.015654
babyvision,8,chain,team,71,seed,0.5064,0.2195,0.7011,5469,0.016407
babyvision,8,star,team,71,seed,0.3427,0.0647,0.8118,5774,0.017322
babyvision,8,full,team,71,seed,0.3256,0.126,0.8462,7072,0.021216
babyvision,8,hierarchy,team,71,seed,0.6042,0.1041,0.7988,6717,0.020151
babyvision,1,none,single_llm,71,paraphrase,1.2588,0.4349,0.4074,749,0.002247
babyvision,4,none,ensemble,71,paraphrase,1.0746,0.3954,0.6791,3411,0.010233
babyvision,6,none,ensemble,71,paraphrase,0.9577,0.2935,0.5631,4398,0.013194
babyvision,8,none,ensemble,71,paraphrase,0.7837,0.3071,0.7467,6871,0.020613
babyvision,4,chain,team,71,paraphrase,0.9783,0.2904,0.6509,3184,0.009552
babyvision,4,star,team,71,paraphrase,0.7375,0.2838,0.712,3168,0.009504
babyvision,4,full,team,71,paraphrase,0.8494,0.2079,0.7882,2768,0.008304
babyvision,4,hierarchy,team,71,paraphrase,0.8607,0.2639,0.7614,2760,0.00828
babyvision,6,chain,team,71,paraphrase,0.5485,0.2722,0.6951,4756,0.014268
babyvision,6,star,team,71,paraphrase,0.5856,0.2488,0.7596,4915,0.014745
babyvision,6,full,team,71,paraphrase,0.5046,0.2123,0.705,4483,0.013449
babyvision,6,hierarchy,team,71,paraphrase,0.5351,0.216,0.7878,4908,0.014724
babyvision,8,chain,team,71,paraphrase,0.5825,0.2252,0.7302,6442,0.019326
babyvision,8,star,team,71,paraphrase,0.5944,0.1492,0.7603,5276,0.015828
babyvision,8,full,team,71,paraphrase,0.6042,0.1267,0.8239,4835,0.014505
babyvision,8,hierarchy,team,71,paraphrase,0.7641,0.1353,0.685,6591,0.019773
babyvision,1,none,single_llm,72,seed,1.3428,0.348,0.5975,736,0.002208
babyvision,4,none,ensemble,72,seed,0.902,0.2449,0.6177,2581,0.007743
babyvision,6,none,ensemble,72,seed,0.8652,0.2315,0.7547,4182,0.012546
babyvision,8,none,ensemble,72,seed,0.7233,0.2785,0.7476,6751,0.020253
babyvision,4,chain,team,72,seed,0.8253,0.2458,0.8311,3229,0.009687
babyvision,4,star,team,72,seed,0.6289,0.2231,0.7417,3164,0.009492
babyvision,4,full,team,72,seed,0.737,0.1446,0.7545,3352,0.010056
babyvision,4,hierarchy,team,72,seed,0.6951,0.2464,0.7107,2883,0.008649
babyvision,6,chain,team,72,seed,0.8122,0.121,0.7533,5688,0.017064
babyvision,6,star,team,72,seed,0.5687,0.2061,0.8172,4796,0.014388
babyvision,6,full,team,72,seed,0.5285,0.0475,0.7787,4911,0.014733
babyvision,6,hierarchy,team,72,seed,0.6148,0.2609,0.7887,5102,0.015306
babyvision,8,chain,team,72,seed,0.6632,0.1825,0.7607,6348,0.019044
babyvision,8,star,team,72,seed,0.4616,0.1486,0.7865,6799,0.020397
babyvision,8,full,team,72,seed,0.3658,0.1167,0.8826,6256,0.018768
babyvision,8,hierarchy,team,72,seed,0.701,0.1474,0.7822,6474,0.019422
babyvision,1,none,single_llm,72,paraphrase,1.2833,0.3062,0.5566,975,0.002925
babyvision,4,none,ensemble,72,paraphrase,1.0877,0.3471,0.599,3570,0.01071
babyvision,6,none,ensemble,72,paraphrase,0.9435,0.3106,0.5561,4545,0.013635
babyvision,8,none,ensemble,72,paraphrase,0.9241,0.3237,0.7461,5389,0.016167
babyvision,4,chain,team,72,paraphrase,0.7122,0.3109,0.6627,3486,0.010458
babyvision,4,star,team,72,paraphrase,0.647,0.2536,0.7283,3353,0.010059
babyvision,4,full,team,72,paraphrase,0.6769,0.1588,0.7486,3368,0.010104
babyvision,4,hierarchy,team,72,paraphrase,0.9307,0.2532,0.7588,3355,0.010065
babyvision,6,chain,team,72,paraphrase,0.8338,0.24,0.6281,4767,0.014301
babyvision,6,star,team,72,paraphrase,0.6604,0.233,0.668,4650,0.01395
babyvision,6,full,team,72,paraphrase,0.7084,0.1881,0.7393,5715,0.017145
babyvision,6,hierarchy,team,72,paraphrase,0.5646,0.2716,0.7857,4691,0.014073
babyvision,8,chain,team,72,paraphrase,0.6234,0.2194,0.7341,6019,0.018057
babyvision,8,star,team,72,paraphrase,0.5339,0.1766,0.7388,6201,0.018603
babyvision,8,full,team,72,paraphrase,0.3226,0.1747,0.7386,5205,0.015615
babyvision,8,hierarchy,team,72,paraphrase,0.5617,0.1856,0.8088,6054,0.018162
babyvision,1,none,single_llm,73,seed,1.3502,0.448,0.491,796,0.002388
babyvision,4,none,ensemble,73,seed,1.1574,0.2714,0.6724,3069,0.009207
babyvision,6,none,ensemble,73,seed,0.9506,0.2353,0.5801,4629,0.013887
babyvision,8,none,ensemble,73,seed,0.658,0.2239,0.675,6706,0.020118
babyvision,4,chain,team,73,seed,0.7845,0.1776,0.7154,3398,0.010194
babyvision,4,star,team,73,seed,0.8448,0.1614,0.7151,3824,0.011472
babyvision,4,full,team,73,seed,0.699,0.1812,0.743,3268,0.009804
babyvision,4,hierarchy,team,73,seed,0.9215,0.2177,0.8132,3209,0.009627
babyvision,6,chain,team,73,seed,0.519,0.1549,0.6987,4904,0.014712
babyvision,6,star,team,73,seed,0.694,0.1587,0.7692,4420,0.01326
babyvision,6,full,team,73,seed,0.5771,0.0827,0.7379,5232,0.015696
babyvision,6,hierarchy,team,73,seed,0.5638,0.1503,0.7662,5148,0.015444
babyvision,8,chain,team,73,seed,0.5632,0.1311,0.7296,6275,0.018825
babyvision,8,star,team,73,seed,0.5269,0.1294,0.7888,6429,0.019287
babyvision,8,full,team,73,seed,0.463,0.0796,0.8604,6091,0.018273
babyvision,8,hierarchy,team,73,seed,0.5296,0.0584,0.7742,5696,0.017088
babyvision,1,none,single_llm,73,paraphrase,1.1831,0.5703,0.5125,898,0.002694
babyvision,4,none,ensemble,73,paraphrase,1.1326,0.3692,0.5981,3714,0.011142
babyvision,6,none,ensemble,73,paraphrase,1.0498,0.2993,0.6658,4734,0.014202
babyvision,8,none,ensemble,73,paraphrase,0.8863,0.2762,0.7129,7513,0.022539
babyvision,4,chain,team,73,paraphrase,0.7395,0.3332,0.6816,3606,0.010818
babyvision,4,star,team,73,paraphrase,0.7767,0.274,0.7221,2646,0.007938
babyvision,4,full,team,73,paraphrase,0.9539,0.1998,0.7442,2863,0.008589
babyvision,4,hierarchy,team,73,paraphrase,0.6963,0.2593,0.6903,2825,0.008475
babyvision,6,chain,team,73,paraphrase,0.6981,0.183,0.7209,4738,0.014214
babyvision,6,star,team,73,paraphrase,0.4036,0.1913,0.768,4289,0.012867
babyvision,6,full,team,73,paraphrase,0.6728,0.2095,0.7037,4794,0.014382
babyvision,6,hierarchy,team,73,paraphrase,0.7541,0.1872,0.7243,5352,0.016056
babyvision,8,chain,team,73,paraphrase,0.5409,0.2392,0.671,6296,0.018888
babyvision,8,star,team,73,paraphrase,0.6213,0.0947,0.7283,6674,0.020022
babyvision,8,full,team,73,paraphrase,0.5693,0.1499,0.7098,6802,0.020406
babyvision,8,hierarchy,team,73,paraphrase,0.5644,0.2226,0.764,6113,0.018339
babyvision,1,none,single_llm,74,seed,1.4109,0.3293,0.6183,905,0.002715
babyvision,4,none,ensemble,74,seed,1.076,0.251,0.8028,3248,0.009744
babyvision,6,none,ensemble,74,seed,0.8971,0.2362,0.6222,5421,0.016263
babyvision,8,none,ensemble,74,seed,0.7313,0.2643,0.7996,6786,0.020358
babyvision,4,chain,team,74,seed,0.7108,0.2139,0.6061,3162,0.009486
babyvision,4,star,team,74,seed,0.8103,0.188,0.7405,3104,0.009312
babyvision,4,full,team,74,seed,0.8215,0.1753,0.8729,3017,0.009051
babyvision,4,hierarchy,team,74,seed,0.7717,0.1902,0.8637,3257,0.009771
babyvision,6,chain,team,74,seed,0.8344,0.1654,0.831,4856,0.014568
babyvision,6,star,team,74,seed,0.6553,0.1035,0.802,4286,0.012858
babyvision,6,full,team,74,seed,0.5673,0.0715,0.7899,5325,0.015975
babyvision,6,hierarchy,team,74,seed,0.6463,0.1129,0.6797,5038,0.015114
babyvision,8,chain,team,74,seed,0.7048,0.1223,0.8699,6395,0.019185
babyvision,8,star,team,74,seed,0.3008,0.0684,0.8335,6482,0.019446
babyvision,8,full,team,74,seed,0.6149,0.0629,0.8109,6404,0.019212
babyvision,8,hierarchy,team,74,seed,0.5024,0.1255,0.7669,6511,0.019533
babyvision,1,none,single_llm,74,paraphrase,1.3754,0.4402,0.5794,703,0.002109
babyvision,4,none,ensemble,74,paraphrase,0.8126,0.3708,0.5534,3078,0.009234
babyvision,6,none,ensemble,74,paraphrase,0.8747,0.2656,0.5625,4526,0.013578
babyvision,8,none,ensemble,74,paraphrase,0.9579,0.2781,0.7203,6082,0.018246
babyvision,4,chain,team,74,paraphrase,0.9503,0.2672,0.5946,3301,0.009903
babyvision,4,star,team,74,paraphrase,0.8867,0.2351,0.79,2927,0.008781
babyvision,4,full,team,74,paraphrase,0.8471,0.3073,0.7418,3127,0.009381
babyvision,4,hierarchy,team,74,paraphrase,0.8194,0.3326,0.7401,3886,0.011658
babyvision,6,chain,team,74,paraphrase,0.7295,0.2161,0.6854,4829,0.014487
babyvision,6,star,team,74,paraphrase,0.4475,0.1932,0.722,4915,0.014745
babyvision,6,full,team,74,paraphrase,0.8158,0.1944,0.6585,4361,0.013083
